message,label
Hot singles in your area are waiting to meet you! Click here to join free.,spam
Can we reschedule our 1:1 to Thursday? I have a conflict on Wednesday.,ham
The AC in the conference room is broken again. I've filed a maintenance request. Talk soon!,ham
"ALERT! Dear winner, you are the lucky recipient of $50000. Send your bank details to claim.",spam
Reminder: your dentist appointment is tomorrow at 10 AM.,ham
Great presentation today! The client seemed really impressed with the proposal.,ham
"Download free movies, music, and software. Unlimited access with premium membership!",spam
Just finished the sprint retrospective notes. Sharing with the team now.,ham
Congratulations! You've won a $50000 gift card. Click here to claim now!,spam
I loved the photos from your trip! Japan looks absolutely beautiful.,ham
Reminder: your dentist appointment is tomorrow at 10 AM.,ham
ACT NOW! FINAL NOTICE: Your domain name will be deleted unless you renew immediately.,spam
LIMITED TIME OFFER! Free trial expired. Update your payment to continue using Google.,spam
Great presentation today! The client seemed really impressed with the proposal. Talk soon!,ham
Just saw the news about the company merger. What do you think about it?,ham
CONGRATULATIONS! Attention: Your tax refund of $5000 is pending. Submit your details now.,spam
VERIFY YOUR ACCOUNT! You have been selected for a special offer! Get anti-aging cream for FREE. Limited time only!,spam
Just finished the sprint retrospective notes. Sharing with the team now.,ham
"EXCLUSIVE OFFER! Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
"SPECIAL PROMOTION! Congratulations! You're our 1,000,000th visitor. Claim your prize now!",spam
The project deadline has been extended to next Friday. Let me know if you need help.,ham
Just saw the news about the company merger. What do you think about it? Hope your week is going well!,ham
"Great presentation today! The client seemed really impressed with the proposal. Also, did you check the latest pull request?",ham
Your lottery ticket has won $100! Contact our claims department immediately.,spam
"ACT NOW! Dear winner, you are the lucky recipient of $1000000. Send your bank details to claim.",spam
FINAL WARNING: Pay your outstanding balance of $1000000 or face legal action.,spam
"SECURITY UPDATE! Hi, I'm a Nigerian prince and I need your help to transfer $1000000. You'll get 30%.",spam
DON'T MISS OUT! You've been chosen for an exclusive credit card with $10000 limit. Pre-approved!,spam
"ACTION REQUIRED! Download free movies, music, and software. Unlimited access with premium membership!",spam
URGENT: Wire transfer of $10000 received in your name. Confirm identity to release funds.,spam
VERIFY YOUR ACCOUNT! Earn extra cash by completing simple surveys. Sign up now and get a $1000000 bonus!,spam
Attention: Your tax refund of $5000 is pending. Submit your details now.,spam
Your computer is running slow. Download our optimizer for instant speed boost!,spam
"Hey, are you available for lunch tomorrow? I was thinking we could try that new restaurant.",ham
Claim your free trial of smartwatch today! No credit card required.,spam
Thanks for your help with the report. I really appreciate it! Looking forward to hearing from you.,ham
FREE! Lose weight fast without diet or exercise! Try this one weird trick.,spam
LIMITED TIME OFFER! You've been pre-approved for a loan of $500. Low interest rates! Apply now.,spam
CONGRATULATIONS! You've been pre-approved for a loan of $1000000. Low interest rates! Apply now.,spam
You've been pre-approved for a loan of $1000000. Low interest rates! Apply now.,spam
I updated the API documentation. Can you review the new endpoints?,ham
Great presentation today! The client seemed really impressed with the proposal. PS: Don't forget to submit your timesheet.,ham
The project deadline has been extended to next Friday. Let me know if you need help.,ham
Get a diploma from a prestigious university! No classes required. Apply today.,spam
Movie night tonight? I was thinking we could watch that new thriller.,ham
The AC in the conference room is broken again. I've filed a maintenance request. Have a great evening!,ham
ALERT! Your Apple subscription is expiring. Renew now to avoid losing access: http://update-now.net/confirm,spam
I need to renew my passport. Do you know how long it takes?,ham
Hot singles in your area are waiting to meet you! Click here to join free.,spam
Your Amazon subscription is expiring. Renew now to avoid losing access: http://bit.ly/xyz123,spam
Get a diploma from a prestigious university! No classes required. Apply today.,spam
Investment opportunity: 500% returns guaranteed. Minimum investment just $50000.,spam
Can we reschedule our 1:1 to Thursday? I have a conflict on Wednesday.,ham
SPECIAL PROMOTION! Investment opportunity: 500% returns guaranteed. Minimum investment just $100.,spam
Work from home and earn $500/month. Join our team of successful entrepreneurs!,spam
Movie night tonight? I was thinking we could watch that new thriller.,ham
ACTION REQUIRED! Attention: Your tax refund of $50000 is pending. Submit your details now.,spam
Please find attached the invoice for last month's services. Cheers!,ham
Lose weight fast without diet or exercise! Try this one weird trick.,spam
VERIFY YOUR ACCOUNT! Free iPhone giveaway! Be one of the first 100 to register and win!,spam
The flight is confirmed for July 15th. I'll forward you the itinerary.,ham
Just finished the sprint retrospective notes. Sharing with the team now.,ham
I'm thinking of getting a new laptop. Any suggestions? See you at the standup tomorrow.,ham
ALERT: Your Bank of America account will be suspended unless you update your information now.,spam
Claim your free trial of VPN service today! No credit card required.,spam
The weather looks great this weekend. Want to go hiking? PS: Don't forget to submit your timesheet.,ham
Exclusive deal just for you! Buy one get one free on all VPN service. Shop now!,spam
Please find attached the invoice for last month's services. Hope your week is going well!,ham
VERIFY YOUR ACCOUNT! You've been pre-approved for a loan of $10000. Low interest rates! Apply now.,spam
Happy birthday! Hope you have an amazing day. Let's celebrate this weekend!,ham
The flight is confirmed for July 15th. I'll forward you the itinerary. Cheers!,ham
FINAL NOTICE! Meet beautiful women from Eastern Europe. Join our dating site free today!,spam
"Dear winner, you are the lucky recipient of $500. Send your bank details to claim.",spam
"IMPORTANT NOTICE! Dear customer, your Chase card ending in 4532 has unusual activity. Call us now.",spam
SPECIAL PROMOTION! Exclusive deal just for you! Buy one get one free on all brain supplement. Shop now!,spam
I updated the API documentation. Can you review the new endpoints? PS: Don't forget to submit your timesheet.,ham
Do you know any good plumbers? Our kitchen sink is leaking again. Let me know your thoughts when you get a chance.,ham
The neighbors are having a party this Saturday. We're invited! Let me know your thoughts when you get a chance.,ham
Just checking in — how are you feeling? I hope you're getting better. Hope your week is going well!,ham
FINAL WARNING: Pay your outstanding balance of $500 or face legal action.,spam
Don't forget about the team meeting at 3 PM. We'll discuss Q4 targets. Have a great evening!,ham
I've submitted the code review. A few minor comments but overall looks great. Have a great evening!,ham
CLAIM YOUR PRIZE! FINAL WARNING: Pay your outstanding balance of $100 or face legal action.,spam
DON'T MISS OUT! Claim your free trial of smartwatch today! No credit card required.,spam
Do you know any good plumbers? Our kitchen sink is leaking again.,ham
Are we still on for coffee this afternoon? I'll be at the usual place. Looking forward to hearing from you.,ham
You qualify for a government grant of $10000. No repayment required!,spam
I'll be working from home tomorrow. You can reach me on Slack or email.,ham
Could you pick up some groceries on your way home? We need milk and bread.,ham
I've submitted the code review. A few minor comments but overall looks great.,ham
Adult content: Explicit material waiting for you. Click to view now.,spam
I've submitted the code review. A few minor comments but overall looks great. Let me know your thoughts when you get a chance.,ham
Congratulations! You've won a $100 gift card. Click here to claim now!,spam
I've attached the updated spreadsheet. Let me know if the numbers look right.,ham
"Did you see the game last night? What an incredible finish! Also, did you check the latest pull request?",ham
Your package arrived today. I left it on the kitchen counter. PS: Don't forget to submit your timesheet.,ham
Can you review the document I shared and provide feedback by end of day?,ham
EXCLUSIVE OFFER! Claim your free trial of VPN service today! No credit card required.,spam
Congratulations on the promotion! You definitely deserved it. Have a great evening!,ham
ALERT! Shocking news: Celebrity reveals weight loss secret. Doctors hate this trick!,spam
Make $1000 per week working from home! No experience needed. Start today!,spam
Your package arrived today. I left it on the kitchen counter. PS: Don't forget to submit your timesheet.,ham
WARNING: Virus detected on your device. Download our security tool immediately.,spam
ACT NOW! Earn extra cash by completing simple surveys. Sign up now and get a $100 bonus!,spam
Just finished the sprint retrospective notes. Sharing with the team now.,ham
Act now! Lose 12 pounds in 12 days with this miracle pill. Order today!,spam
I finished reading that book you recommended. It was really good!,ham
I finished reading that book you recommended. It was really good! Looking forward to hearing from you.,ham
Lose weight fast without diet or exercise! Try this one weird trick.,spam
ALERT! Reduce your mortgage payments by 50%! Call now for a free consultation.,spam
Earn extra cash by completing simple surveys. Sign up now and get a $500 bonus!,spam
I finished reading that book you recommended. It was really good!,ham
The weather looks great this weekend. Want to go hiking? Cheers!,ham
Your lottery ticket has won $5000! Contact our claims department immediately.,spam
Let's schedule a call to discuss the new feature requirements.,ham
Your package arrived today. I left it on the kitchen counter.,ham
SECURITY UPDATE! SECURITY ALERT: Someone tried to log into your account. Reset password now.,spam
The yoga class starts at 7 AM. Want to join me tomorrow? Looking forward to hearing from you.,ham
You've been chosen for an exclusive credit card with $10000 limit. Pre-approved!,spam
Movie night tonight? I was thinking we could watch that new thriller. Hope your week is going well!,ham
Thanks for your help with the report. I really appreciate it! Cheers!,ham
Thanks for your help with the report. I really appreciate it! Hope your week is going well!,ham
Reminder: team lunch is on Friday. We're going to that Italian place. Looking forward to hearing from you.,ham
Could you pick up some groceries on your way home? We need milk and bread.,ham
Please find attached the invoice for last month's services.,ham
Can you send me the WiFi password? I'm at the office and can't connect.,ham
Just finished the sprint retrospective notes. Sharing with the team now.,ham
IMPORTANT NOTICE! Your lottery ticket has won $50000! Contact our claims department immediately.,spam
Thanks for your help with the report. I really appreciate it!,ham
ALERT! Your PayPal subscription is expiring. Renew now to avoid losing access: http://prize-claim.org/winner,spam
ALERT! Get rich quick! Follow our simple 3-step system to make $1000 weekly.,spam
I'll be working from home tomorrow. You can reach me on Slack or email. Let me know your thoughts when you get a chance.,ham
Meet beautiful women from Eastern Europe. Join our dating site free today!,spam
"Hey, are you available for lunch tomorrow? I was thinking we could try that new restaurant.",ham
FINAL WARNING: Pay your outstanding balance of $1000000 or face legal action.,spam
SPECIAL PROMOTION! Hot singles in your area are waiting to meet you! Click here to join free.,spam
ACT NOW! URGENT: Wire transfer of $1000 received in your name. Confirm identity to release funds.,spam
The yoga class starts at 7 AM. Want to join me tomorrow? PS: Don't forget to submit your timesheet.,ham
The weather looks great this weekend. Want to go hiking?,ham
"Dear winner, you are the lucky recipient of $1000000. Send your bank details to claim.",spam
Great presentation today! The client seemed really impressed with the proposal.,ham
Thanks for your help with the report. I really appreciate it!,ham
"Sorry I missed your call. I was in a meeting. What did you need? By the way, the coffee machine is fixed.",ham
Your Netflix subscription is expiring. Renew now to avoid losing access: http://prize-claim.org/winner,spam
"Hey, are you available for lunch tomorrow? I was thinking we could try that new restaurant. Also, did you check the latest pull request?",ham
Just finished the sprint retrospective notes. Sharing with the team now. Have a great evening!,ham
"Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
The dog needs to go to the vet for his annual checkup. Can you take him? Talk soon!,ham
The yoga class starts at 7 AM. Want to join me tomorrow? Talk soon!,ham
Your lottery ticket has won $1000000! Contact our claims department immediately.,spam
You qualify for a government grant of $10000. No repayment required!,spam
Buy cheap medications online! Up to 80% off. Fast discreet shipping.,spam
Just saw the news about the company merger. What do you think about it?,ham
SECURITY UPDATE! Investment opportunity: 500% returns guaranteed. Minimum investment just $5000.,spam
Can you review the document I shared and provide feedback by end of day? Hope your week is going well!,ham
"Can you help me move this Saturday? I'll buy pizza and beer. By the way, the coffee machine is fixed.",ham
I'm thinking of getting a new laptop. Any suggestions? PS: Don't forget to submit your timesheet.,ham
IMPORTANT NOTICE! Get a diploma from a prestigious university! No classes required. Apply today.,spam
"The quarterly report is due next week. I'll need your section by Monday. By the way, the coffee machine is fixed.",ham
"The neighbors are having a party this Saturday. We're invited! By the way, the coffee machine is fixed.",ham
The project deadline has been extended to next Friday. Let me know if you need help.,ham
SPECIAL PROMOTION! Your lottery ticket has won $1000000! Contact our claims department immediately.,spam
URGENT: Your account has been compromised. Verify your identity immediately at http://secure-verify.com/login,spam
Did you see the game last night? What an incredible finish!,ham
"ALERT! Congratulations! You're our 1,000,000th visitor. Claim your prize now!",spam
The kids' school play is next Thursday at 6 PM. Can you make it?,ham
SPECIAL PROMOTION! SECURITY ALERT: Someone tried to log into your account. Reset password now.,spam
Thanks for your help with the report. I really appreciate it! PS: Don't forget to submit your timesheet.,ham
Just finished the sprint retrospective notes. Sharing with the team now. PS: Don't forget to submit your timesheet.,ham
"Download free movies, music, and software. Unlimited access with premium membership!",spam
VERIFY YOUR ACCOUNT! URGENT: Wire transfer of $1000 received in your name. Confirm identity to release funds.,spam
Don't forget about the team meeting at 3 PM. We'll discuss Q4 targets. Cheers!,ham
"Dear winner, you are the lucky recipient of $1000. Send your bank details to claim.",spam
I need to renew my passport. Do you know how long it takes? Looking forward to hearing from you.,ham
Just checking in — how are you feeling? I hope you're getting better.,ham
Could you pick up some groceries on your way home? We need milk and bread.,ham
Your inheritance of $500 is ready. Contact our lawyer to process your claim.,spam
CLAIM YOUR PRIZE! Your lottery ticket has won $500! Contact our claims department immediately.,spam
SPECIAL PROMOTION! Your Amazon account has been locked. Click here to unlock: http://bit.ly/xyz123,spam
Could you pick up some groceries on your way home? We need milk and bread. Hope your week is going well!,ham
Just checking in — how are you feeling? I hope you're getting better. Let me know your thoughts when you get a chance.,ham
"Dear customer, your Chase card ending in 4532 has unusual activity. Call us now.",spam
Great presentation today! The client seemed really impressed with the proposal. Cheers!,ham
IMPORTANT NOTICE! FINAL NOTICE: Your domain name will be deleted unless you renew immediately.,spam
CONGRATULATIONS! SECURITY ALERT: Someone tried to log into your account. Reset password now.,spam
Happy birthday! Hope you have an amazing day. Let's celebrate this weekend!,ham
The code deployment went smoothly. All tests are passing in production. Looking forward to hearing from you.,ham
ACTION REQUIRED! You qualify for a government grant of $50000. No repayment required!,spam
The gym is offering a discount for annual memberships. Interested?,ham
The code deployment went smoothly. All tests are passing in production.,ham
ALERT! ALERT: Your Citibank account will be suspended unless you update your information now.,spam
You qualify for a government grant of $100. No repayment required!,spam
Can you send me the WiFi password? I'm at the office and can't connect.,ham
ACT NOW! You qualify for a government grant of $500. No repayment required!,spam
Could you pick up some groceries on your way home? We need milk and bread.,ham
URGENT: Wire transfer of $5000 received in your name. Confirm identity to release funds.,spam
"Great presentation today! The client seemed really impressed with the proposal. Also, did you check the latest pull request?",ham
VERIFY YOUR ACCOUNT! Act now! Lose 7 pounds in 7 days with this miracle pill. Order today!,spam
Congratulations on the promotion! You definitely deserved it. Cheers!,ham
"Just saw the news about the company merger. What do you think about it? By the way, the coffee machine is fixed.",ham
Get a free vacation to the Bahamas! Just complete a short survey to qualify.,spam
WARNING: Virus detected on your device. Download our security tool immediately.,spam
WINNER! Join millions of satisfied users! Try brain supplement risk-free for 30 days.,spam
"We should catch up soon. It's been ages since we last hung out! By the way, the coffee machine is fixed.",ham
IMPORTANT NOTICE! You've received a confidential document. Sign in with your email to view it.,spam
"SPECIAL PROMOTION! Congratulations! You're our 1,000,000th visitor. Claim your prize now!",spam
I loved the photos from your trip! Japan looks absolutely beautiful.,ham
SPECIAL PROMOTION! WARNING: Virus detected on your device. Download our security tool immediately.,spam
Join millions of satisfied users! Try brain supplement risk-free for 30 days.,spam
CLAIM YOUR PRIZE! Buy cheap medications online! Up to 80% off. Fast discreet shipping.,spam
Thanks for your help with the report. I really appreciate it!,ham
URGENT: Your account has been compromised. Verify your identity immediately at http://bit.ly/xyz123,spam
Reduce your mortgage payments by 50%! Call now for a free consultation.,spam
Just wanted to follow up on our meeting yesterday. Can you send me the notes?,ham
EXCLUSIVE OFFER! Double your bitcoin investment in 24 hours! Guaranteed returns. Invest now!,spam
The weather looks great this weekend. Want to go hiking?,ham
ACT NOW! Double your bitcoin investment in 24 hours! Guaranteed returns. Invest now!,spam
You've been chosen for an exclusive credit card with $50000 limit. Pre-approved!,spam
Thanks for your help with the report. I really appreciate it! PS: Don't forget to submit your timesheet.,ham
The neighbors are having a party this Saturday. We're invited!,ham
Thanks for your help with the report. I really appreciate it!,ham
The gym is offering a discount for annual memberships. Interested?,ham
"Do you know any good plumbers? Our kitchen sink is leaking again. By the way, the coffee machine is fixed.",ham
The yoga class starts at 7 AM. Want to join me tomorrow? Looking forward to hearing from you.,ham
Great presentation today! The client seemed really impressed with the proposal. Let me know your thoughts when you get a chance.,ham
Sorry I missed your call. I was in a meeting. What did you need? Hope your week is going well!,ham
You've been chosen for an exclusive credit card with $1000000 limit. Pre-approved!,spam
Just checking in — how are you feeling? I hope you're getting better.,ham
Your PayPal account has been locked. Click here to unlock: http://tinyurl.com/abc456,spam
The new office space looks amazing! Have you seen the rooftop terrace?,ham
Make $1000000 per week working from home! No experience needed. Start today!,spam
"FREE! Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
Hot singles in your area are waiting to meet you! Click here to join free.,spam
Buy cheap medications online! Up to 80% off. Fast discreet shipping.,spam
LIMITED TIME OFFER! Make $5000 per week working from home! No experience needed. Start today!,spam
Reminder: your dentist appointment is tomorrow at 10 AM.,ham
Your Google subscription is expiring. Renew now to avoid losing access: http://secure-verify.com/login,spam
Movie night tonight? I was thinking we could watch that new thriller. Talk soon!,ham
Can you help me move this Saturday? I'll buy pizza and beer. Looking forward to hearing from you.,ham
The gym is offering a discount for annual memberships. Interested?,ham
The gym is offering a discount for annual memberships. Interested?,ham
Reminder: your dentist appointment is tomorrow at 10 AM. Talk soon!,ham
Did you see the game last night? What an incredible finish! See you at the standup tomorrow.,ham
"I've submitted the code review. A few minor comments but overall looks great. By the way, the coffee machine is fixed.",ham
"The quarterly report is due next week. I'll need your section by Monday. By the way, the coffee machine is fixed.",ham
ACTION REQUIRED! Join millions of satisfied users! Try brain supplement risk-free for 30 days.,spam
Reminder: team lunch is on Friday. We're going to that Italian place.,ham
Could you pick up some groceries on your way home? We need milk and bread.,ham
Thanks for your help with the report. I really appreciate it!,ham
Did you see the game last night? What an incredible finish! Cheers!,ham
I updated the API documentation. Can you review the new endpoints? Have a great evening!,ham
Are we still on for coffee this afternoon? I'll be at the usual place.,ham
Sorry I missed your call. I was in a meeting. What did you need?,ham
Just checking in — how are you feeling? I hope you're getting better.,ham
Get rich quick! Follow our simple 3-step system to make $500 weekly.,spam
We should catch up soon. It's been ages since we last hung out! Talk soon!,ham
Did you see the game last night? What an incredible finish! Let me know your thoughts when you get a chance.,ham
"Did you see the game last night? What an incredible finish! Also, did you check the latest pull request?",ham
Your package arrived today. I left it on the kitchen counter. Have a great evening!,ham
LIMITED TIME OFFER! Your lottery ticket has won $500! Contact our claims department immediately.,spam
Make $1000 per week working from home! No experience needed. Start today!,spam
The AC in the conference room is broken again. I've filed a maintenance request.,ham
"Hey, are you available for lunch tomorrow? I was thinking we could try that new restaurant.",ham
Hot singles in your area are waiting to meet you! Click here to join free.,spam
Reminder: team lunch is on Friday. We're going to that Italian place.,ham
Happy birthday! Hope you have an amazing day. Let's celebrate this weekend! Cheers!,ham
CLAIM YOUR PRIZE! FINAL WARNING: Pay your outstanding balance of $1000 or face legal action.,spam
CLAIM YOUR PRIZE! Reduce your mortgage payments by 50%! Call now for a free consultation.,spam
"EXCLUSIVE OFFER! Congratulations! You're our 1,000,000th visitor. Claim your prize now!",spam
The dog needs to go to the vet for his annual checkup. Can you take him?,ham
The code deployment went smoothly. All tests are passing in production. Hope your week is going well!,ham
Movie night tonight? I was thinking we could watch that new thriller. Hope your week is going well!,ham
The neighbors are having a party this Saturday. We're invited! PS: Don't forget to submit your timesheet.,ham
Let's schedule a call to discuss the new feature requirements. Talk soon!,ham
The gym is offering a discount for annual memberships. Interested?,ham
Are we still on for coffee this afternoon? I'll be at the usual place.,ham
The project deadline has been extended to next Friday. Let me know if you need help. Talk soon!,ham
Just wanted to follow up on our meeting yesterday. Can you send me the notes? PS: Don't forget to submit your timesheet.,ham
Just checking in — how are you feeling? I hope you're getting better. PS: Don't forget to submit your timesheet.,ham
I need to renew my passport. Do you know how long it takes? Looking forward to hearing from you.,ham
Sorry I missed your call. I was in a meeting. What did you need?,ham
Thanks for the recommendation letter. It means a lot to me.,ham
Just finished the sprint retrospective notes. Sharing with the team now. Let me know your thoughts when you get a chance.,ham
Don't forget about the team meeting at 3 PM. We'll discuss Q4 targets.,ham
Make $1000000 per week working from home! No experience needed. Start today!,spam
ACT NOW! You qualify for a government grant of $500. No repayment required!,spam
Congratulations on the promotion! You definitely deserved it.,ham
Can you send me the WiFi password? I'm at the office and can't connect.,ham
You've been chosen for an exclusive credit card with $50000 limit. Pre-approved!,spam
ALERT: Your Citibank account will be suspended unless you update your information now.,spam
DON'T MISS OUT! FINAL NOTICE: Your domain name will be deleted unless you renew immediately.,spam
Happy birthday! Hope you have an amazing day. Let's celebrate this weekend!,ham
The gym is offering a discount for annual memberships. Interested?,ham
Movie night tonight? I was thinking we could watch that new thriller.,ham
Did you see the game last night? What an incredible finish! Cheers!,ham
You have been selected for a special offer! Get brain supplement for FREE. Limited time only!,spam
The weather looks great this weekend. Want to go hiking? PS: Don't forget to submit your timesheet.,ham
FREE! Get a diploma from a prestigious university! No classes required. Apply today.,spam
I'll be working from home tomorrow. You can reach me on Slack or email.,ham
The kids' school play is next Thursday at 6 PM. Can you make it? Talk soon!,ham
WARNING! Your email has been selected in our annual draw! You've won a brand new car!,spam
Sorry I missed your call. I was in a meeting. What did you need? Looking forward to hearing from you.,ham
Sorry I missed your call. I was in a meeting. What did you need? Talk soon!,ham
Make $1000000 per week working from home! No experience needed. Start today!,spam
The gym is offering a discount for annual memberships. Interested?,ham
CLAIM YOUR PRIZE! Reduce your mortgage payments by 50%! Call now for a free consultation.,spam
Thanks for the recommendation letter. It means a lot to me. Have a great evening!,ham
ACT NOW! Your Microsoft subscription is expiring. Renew now to avoid losing access: http://secure-verify.com/login,spam
The dog needs to go to the vet for his annual checkup. Can you take him?,ham
WARNING! You have been selected for a special offer! Get anti-aging cream for FREE. Limited time only!,spam
"Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
The gym is offering a discount for annual memberships. Interested?,ham
We should catch up soon. It's been ages since we last hung out!,ham
The kids' school play is next Thursday at 6 PM. Can you make it?,ham
Buy cheap medications online! Up to 80% off. Fast discreet shipping.,spam
I finished reading that book you recommended. It was really good! Hope your week is going well!,ham
Mom wants to know if you're coming for Thanksgiving dinner. See you at the standup tomorrow.,ham
LIMITED TIME OFFER! Act now! Lose 6 pounds in 6 days with this miracle pill. Order today!,spam
"CONGRATULATIONS! Dear customer, your HSBC card ending in 4532 has unusual activity. Call us now.",spam
Your lottery ticket has won $50000! Contact our claims department immediately.,spam
"LIMITED TIME OFFER! Download free movies, music, and software. Unlimited access with premium membership!",spam
"WINNER! Download free movies, music, and software. Unlimited access with premium membership!",spam
"FREE! Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
Your package arrived today. I left it on the kitchen counter. PS: Don't forget to submit your timesheet.,ham
Don't forget about the team meeting at 3 PM. We'll discuss Q4 targets. Have a great evening!,ham
The weather looks great this weekend. Want to go hiking?,ham
Don't forget about the team meeting at 3 PM. We'll discuss Q4 targets.,ham
ALERT: Your Citibank account will be suspended unless you update your information now.,spam
Just wanted to follow up on our meeting yesterday. Can you send me the notes? Talk soon!,ham
EXCLUSIVE OFFER! You've been chosen for an exclusive credit card with $10000 limit. Pre-approved!,spam
Mom wants to know if you're coming for Thanksgiving dinner. Talk soon!,ham
CONGRATULATIONS! Buy cheap medications online! Up to 80% off. Fast discreet shipping.,spam
Thanks for the recommendation letter. It means a lot to me.,ham
Important: Your package could not be delivered. Confirm your address here: http://update-now.net/confirm,spam
"Hi, I'm a Nigerian prince and I need your help to transfer $1000000. You'll get 30%.",spam
Buy cheap medications online! Up to 80% off. Fast discreet shipping.,spam
WARNING! Get a free vacation to the Bahamas! Just complete a short survey to qualify.,spam
Great presentation today! The client seemed really impressed with the proposal. Hope your week is going well!,ham
The quarterly report is due next week. I'll need your section by Monday. Talk soon!,ham
LIMITED TIME OFFER! Hot singles in your area are waiting to meet you! Click here to join free.,spam
URGENT! Lose weight fast without diet or exercise! Try this one weird trick.,spam
The neighbors are having a party this Saturday. We're invited! Cheers!,ham
Just wanted to follow up on our meeting yesterday. Can you send me the notes? Have a great evening!,ham
ACTION REQUIRED! Your email has been selected in our annual draw! You've won a brand new car!,spam
Get a diploma from a prestigious university! No classes required. Apply today.,spam
ACT NOW! Claim your free trial of smartwatch today! No credit card required.,spam
IMPORTANT NOTICE! Lose weight fast without diet or exercise! Try this one weird trick.,spam
Could you pick up some groceries on your way home? We need milk and bread. Talk soon!,ham
IMPORTANT NOTICE! WARNING: Virus detected on your device. Download our security tool immediately.,spam
Congratulations on the promotion! You definitely deserved it. PS: Don't forget to submit your timesheet.,ham
CLAIM YOUR PRIZE! Claim your free trial of smartwatch today! No credit card required.,spam
"Hey, are you available for lunch tomorrow? I was thinking we could try that new restaurant. Let me know your thoughts when you get a chance.",ham
Could you pick up some groceries on your way home? We need milk and bread. Let me know your thoughts when you get a chance.,ham
Adult content: Explicit material waiting for you. Click to view now.,spam
FINAL NOTICE! You've been pre-approved for a loan of $5000. Low interest rates! Apply now.,spam
ALERT: Your Bank of America account will be suspended unless you update your information now.,spam
I've attached the updated spreadsheet. Let me know if the numbers look right.,ham
FREE! Important: Your package could not be delivered. Confirm your address here: http://prize-claim.org/winner,spam
FINAL NOTICE! Your PayPal account has been locked. Click here to unlock: http://tinyurl.com/abc456,spam
The AC in the conference room is broken again. I've filed a maintenance request. Talk soon!,ham
Don't forget about the team meeting at 3 PM. We'll discuss Q4 targets. Cheers!,ham
"Hey, are you available for lunch tomorrow? I was thinking we could try that new restaurant.",ham
The code deployment went smoothly. All tests are passing in production. PS: Don't forget to submit your timesheet.,ham
CLAIM YOUR PRIZE! Your computer is running slow. Download our optimizer for instant speed boost!,spam
The yoga class starts at 7 AM. Want to join me tomorrow?,ham
Don't forget about the team meeting at 3 PM. We'll discuss Q4 targets. Hope your week is going well!,ham
EXCLUSIVE OFFER! Your Google subscription is expiring. Renew now to avoid losing access: http://update-now.net/confirm,spam
The gym is offering a discount for annual memberships. Interested? Let me know your thoughts when you get a chance.,ham
ALERT! Your Microsoft account has been locked. Click here to unlock: http://secure-verify.com/login,spam
I've submitted the code review. A few minor comments but overall looks great. Looking forward to hearing from you.,ham
Your email has been selected in our annual draw! You've won a brand new car!,spam
I'm thinking of getting a new laptop. Any suggestions? Have a great evening!,ham
Your package arrived today. I left it on the kitchen counter. Looking forward to hearing from you.,ham
"Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
Make $500 per week working from home! No experience needed. Start today!,spam
FREE! Your computer is running slow. Download our optimizer for instant speed boost!,spam
ACTION REQUIRED! Reduce your mortgage payments by 50%! Call now for a free consultation.,spam
CLAIM YOUR PRIZE! Hot singles in your area are waiting to meet you! Click here to join free.,spam
Get a diploma from a prestigious university! No classes required. Apply today.,spam
The code deployment went smoothly. All tests are passing in production. Looking forward to hearing from you.,ham
"Congratulations! You're our 1,000,000th visitor. Claim your prize now!",spam
ACTION REQUIRED! Lose weight fast without diet or exercise! Try this one weird trick.,spam
Reminder: your dentist appointment is tomorrow at 10 AM.,ham
WARNING! Investment opportunity: 500% returns guaranteed. Minimum investment just $500.,spam
Movie night tonight? I was thinking we could watch that new thriller.,ham
Join millions of satisfied users! Try VPN service risk-free for 30 days.,spam
The neighbors are having a party this Saturday. We're invited!,ham
The yoga class starts at 7 AM. Want to join me tomorrow?,ham
"Hey, are you available for lunch tomorrow? I was thinking we could try that new restaurant. See you at the standup tomorrow.",ham
Please find attached the invoice for last month's services.,ham
"Hey, are you available for lunch tomorrow? I was thinking we could try that new restaurant. By the way, the coffee machine is fixed.",ham
ACTION REQUIRED! Exclusive deal just for you! Buy one get one free on all anti-aging cream. Shop now!,spam
Your package arrived today. I left it on the kitchen counter. Have a great evening!,ham
Get a free vacation to the Bahamas! Just complete a short survey to qualify.,spam
Your package arrived today. I left it on the kitchen counter.,ham
"ACT NOW! Dear customer, your Citibank card ending in 4532 has unusual activity. Call us now.",spam
EXCLUSIVE OFFER! Limited time: Get premium Google for 90% off. Use code SAVE90 at checkout.,spam
LIMITED TIME OFFER! Act now! Lose 13 pounds in 13 days with this miracle pill. Order today!,spam
WARNING! Double your bitcoin investment in 24 hours! Guaranteed returns. Invest now!,spam
Movie night tonight? I was thinking we could watch that new thriller. See you at the standup tomorrow.,ham
Meet beautiful women from Eastern Europe. Join our dating site free today!,spam
"Cheap designer watches, handbags, and shoes. 90% off retail prices!",spam
